id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price
738,1936,0.2,182,591,1089,1671,6,1,9,Yes,4,hepta,medium,Dual,13.0,14.0,34578,LCD,g,962.63
739,1303,0.1,138,229,1604,2574,12,4,14,No,4,triple,medium,Dual,,10.0,16064,Touch,g,870.45
740,1004,0.2,141,901,1162,3772,17,8,18,Yes,2,hexa,high,Dual,,9.0,35304,Touch,b,833.94
741,1972,0.7,102,715,1648,2870,16,0,17,No,2,dual,medium,Dual,,1.0,37749,LCD,none,999.68
742,1822,0.2,195,172,910,2577,9,5,8,No,3,hexa,medium,Single,,,8571,Touch,none,850.67
743,1159,0.5,83,681,723,2246,8,1,3,Yes,4,single,high,Single,5.0,7.0,18987,Touch,none,875.39
744,1782,0.8,157,867,999,2405,15,0,16,Yes,4,single,high,Dual,6.0,13.0,58878,LCD,n,1171.88
745,894,0.7,168,286,1300,3377,5,1,6,No,3,octa,medium,Dual,16.0,20.0,16475,Touch,b,809.7
746,1884,0.8,185,451,819,3619,14,8,7,No,4,single,medium,Dual,7.0,18.0,42977,Touch,a,1227.24
747,1648,0.9,142,1119,1238,1184,6,2,2,Yes,4,dual,low,Single,1.0,3.0,17857,LCD,g,755.82
748,798,0.2,96,526,643,2965,15,7,14,No,3,triple,high,Single,5.0,9.0,4824,Touch,none,928.46
749,802,0.8,157,1299,1633,3713,8,3,8,Yes,2,triple,high,Dual,1.0,9.0,46192,LCD,none,911.78
750,1276,0.3,130,217,735,3798,19,10,8,Yes,3,dual,high,Dual,2.0,3.0,53869,Touch,b,1024.63
751,1331,0.5,165,1109,1226,1026,13,5,20,Yes,3,dual,medium,Single,,7.0,16627,LCD,b,634.81
752,1620,0.9,186,434,1339,1086,18,14,13,No,3,hexa,high,Dual,6.0,18.0,5412,LCD,none,652.96
753,1996,0.4,122,671,1445,2236,8,7,12,No,4,quad,high,Single,5.0,9.0,51327,LCD,n,1351.55
754,1092,0.8,185,1404,1424,1303,12,3,20,No,2,single,high,Dual,8.0,10.0,45554,Touch,b,567.04
755,1018,0.1,155,856,883,3048,10,3,2,Yes,2,penta,low,Dual,7.0,18.0,63160,LCD,n,1193.18
756,545,0.3,131,381,1452,616,15,6,19,No,4,triple,low,Single,,1.0,11805,Touch,a,624.38
757,554,0.1,105,85,806,3764,10,7,4,Yes,2,hexa,medium,Single,,10.0,12508,Touch,a,472.05
758,1264,0.2,171,562,849,419,7,4,3,No,4,triple,high,Dual,2.0,3.0,34523,Touch,a,758.3
759,1030,0.2,138,1111,1812,2858,6,2,18,No,4,hexa,medium,Dual,3.0,20.0,58318,Touch,n,1087.58
760,1432,0.3,164,209,947,504,14,4,10,Yes,4,quad,medium,Dual,6.0,18.0,39280,Touch,none,851.36
761,558,0.8,142,997,1605,392,10,5,8,Yes,4,penta,high,Single,1.0,4.0,49400,Touch,g,711.44
762,829,0.6,129,91,1916,820,12,6,11,No,3,hepta,low,Single,,1.0,56682,LCD,b,503.26
763,1741,0.7,143,730,1895,3387,11,3,3,Yes,3,octa,medium,Single,,,14605,LCD,none,1007.34
764,1849,0.4,144,606,1123,3447,14,11,19,Yes,4,penta,high,Single,7.0,19.0,15473,LCD,g,1728.97
765,733,0.2,174,445,1409,1403,15,8,2,No,4,hepta,medium,Single,5.0,10.0,7427,Touch,none,825.14
766,1872,0.5,80,286,1484,2295,15,11,16,Yes,2,dual,low,Dual,,2.0,16748,LCD,a,649.19
767,1853,0.3,197,985,1005,1973,10,2,8,No,3,hexa,low,Dual,1.0,13.0,27105,LCD,b,560.96
768,1149,0.2,106,1617,1675,3755,17,14,8,Yes,3,hexa,medium,Single,4.0,5.0,30362,LCD,none,1003.54
769,891,0.3,196,375,1724,2073,7,1,10,No,4,dual,low,Dual,9.0,19.0,25596,LCD,n,1014.61
770,1911,0.6,163,1795,1958,3872,9,8,11,Yes,4,octa,medium,Single,7.0,8.0,63982,Touch,none,1533.85
771,550,0.1,145,486,1930,302,18,5,8,Yes,4,dual,low,Single,16.0,17.0,23173,LCD,none,648.29
772,576,0.1,121,757,1518,1519,18,6,8,No,4,dual,low,Single,,4.0,27415,LCD,a,678.49
773,1760,0.8,198,273,1704,2549,10,8,4,No,4,single,medium,Single,1.0,2.0,50471,Touch,none,1019.11
774,969,0.3,124,491,589,404,18,5,19,No,3,hepta,high,Single,,,45649,LCD,b,673.41
775,1160,0.7,166,762,859,595,18,4,15,No,4,triple,medium,Single,1.0,2.0,63699,LCD,n,875.92
776,827,0.9,160,448,821,1663,14,0,17,No,4,dual,medium,Dual,2.0,16.0,18531,Touch,b,808.91
777,1786,0.7,161,231,1671,2764,9,3,7,No,4,hepta,low,Single,9.0,10.0,58406,Touch,g,1118.24
778,774,0.4,136,1713,1865,2614,7,0,14,Yes,4,single,low,Dual,2.0,4.0,8559,Touch,g,1030.9
779,819,0.2,83,438,822,1094,10,5,15,Yes,4,octa,high,Dual,,1.0,11678,LCD,none,661.53
780,1042,0.6,139,68,1018,2826,18,0,2,No,4,penta,medium,Single,15.0,16.0,11136,LCD,none,928.66
781,1368,0.2,97,698,829,2496,13,6,5,No,2,hepta,high,Dual,10.0,18.0,50067,Touch,b,749.26
782,1592,0.1,181,510,522,2103,19,8,7,No,4,dual,medium,Single,6.0,17.0,50282,LCD,none,1032.61
783,1067,0.2,146,965,1009,966,5,0,13,No,2,single,medium,Dual,11.0,15.0,14554,LCD,b,659.45
784,1892,0.4,110,1399,1564,2172,17,14,3,Yes,3,quad,low,Single,5.0,10.0,47757,Touch,a,820.12
785,915,0.6,187,532,1448,905,19,10,12,No,2,octa,medium,Single,6.0,17.0,56294,Touch,none,525.37
786,774,0.9,124,8,896,3916,8,1,12,Yes,4,triple,high,Single,7.0,18.0,55796,Touch,none,1147.18
787,1848,0.7,179,154,605,3902,11,9,3,Yes,4,dual,medium,Dual,2.0,10.0,42798,LCD,a,1348.29
788,1501,0.2,187,198,1056,2487,13,12,16,No,4,single,medium,Single,12.0,15.0,2701,Touch,n,1113.58
789,1614,0.3,188,860,1330,3914,17,13,13,No,4,triple,medium,Single,8.0,17.0,55512,LCD,none,1415.03
790,911,0.1,181,461,670,363,9,5,17,Yes,2,penta,high,Single,,1.0,46817,Touch,none,322.34
791,1520,0.7,199,109,1909,3233,13,3,4,No,4,penta,low,Single,1.0,8.0,24384,LCD,g,1381.76
792,1647,0.3,102,193,1185,2532,16,14,15,No,4,hexa,medium,Dual,3.0,15.0,38376,LCD,a,813.83
793,1347,0.8,108,961,1008,3836,15,3,14,No,4,hexa,low,Dual,8.0,15.0,53134,LCD,b,1273.01
794,967,0.6,92,243,1642,3076,7,4,18,Yes,2,octa,medium,Single,4.0,9.0,25219,Touch,n,748.0
795,1442,0.7,145,1626,1668,1513,11,8,7,No,4,penta,medium,Single,,3.0,56789,Touch,none,1060.1
796,1204,0.3,199,480,1482,1724,11,2,19,Yes,3,hepta,high,Single,,3.0,10696,LCD,none,709.09
797,1320,0.6,144,123,1229,542,11,1,14,No,4,hepta,medium,Dual,,2.0,41528,Touch,none,777.53
798,1800,0.4,100,400,823,3481,10,8,8,Yes,4,hepta,low,Single,2.0,6.0,8174,LCD,n,895.45
799,1567,0.8,153,190,1326,3991,15,2,10,No,3,triple,medium,Dual,3.0,19.0,22644,LCD,none,1579.84
800,1439,0.8,147,626,932,1790,19,12,15,No,4,single,low,Single,12.0,17.0,20812,LCD,g,733.88
801,1422,0.1,112,1,926,509,19,1,3,No,3,single,medium,Single,15.0,17.0,3348,Touch,b,593.37
802,1591,1.0,161,548,1641,282,10,9,14,Yes,4,triple,medium,Dual,4.0,16.0,52756,Touch,g,724.74
803,880,0.6,198,632,660,3006,6,4,3,No,3,quad,medium,Single,2.0,19.0,6483,LCD,none,787.52
804,1929,1.0,163,349,1051,1913,12,7,6,Yes,4,hexa,low,Dual,,2.0,19230,Touch,none,972.08
805,1642,0.4,102,1686,1889,1333,18,0,2,Yes,2,penta,medium,Dual,,2.0,5932,LCD,n,725.07
806,1511,0.2,114,1455,1982,3746,10,0,5,No,3,triple,high,Dual,3.0,18.0,21589,LCD,none,1507.96
807,1312,0.6,163,95,893,3941,6,2,13,No,4,dual,medium,Single,5.0,9.0,10848,Touch,g,1019.63
808,1852,0.7,196,580,1163,3970,13,1,11,No,4,single,medium,Single,4.0,18.0,10035,LCD,a,1161.7
809,972,0.7,82,297,589,3925,7,6,7,Yes,2,hepta,medium,Single,8.0,10.0,44603,Touch,none,703.52
810,691,0.9,108,951,962,424,5,3,15,Yes,4,quad,high,Dual,4.0,8.0,33199,Touch,b,642.87
811,807,0.3,158,667,697,1284,17,13,2,No,2,penta,low,Single,9.0,20.0,8688,Touch,a,588.8
812,1113,0.3,145,1047,1312,277,11,2,12,No,3,single,low,Dual,,10.0,25145,LCD,b,638.56
813,721,0.9,125,408,1862,1713,10,3,4,Yes,2,single,medium,Dual,10.0,18.0,16142,Touch,b,666.42
814,1188,0.3,198,1150,1469,485,12,7,7,Yes,2,hexa,medium,Dual,,2.0,54995,Touch,none,400.84
815,1512,0.1,131,333,952,3002,6,5,7,Yes,2,single,low,Single,1.0,14.0,52571,LCD,g,973.85
816,805,0.1,97,641,704,418,11,6,17,Yes,2,quad,low,Single,,14.0,64574,Touch,b,430.08
817,918,0.1,123,653,671,1652,17,4,14,No,3,hepta,low,Dual,1.0,5.0,8391,Touch,none,682.3
818,1320,0.2,168,103,1583,2893,8,5,9,No,2,penta,low,Dual,7.0,16.0,48093,LCD,g,872.47
819,1236,0.1,188,517,809,1406,14,12,20,No,4,single,low,Dual,2.0,14.0,57374,LCD,b,750.59
820,1387,0.5,98,785,1151,629,5,3,11,No,4,triple,low,Single,,,61208,Touch,none,812.1
821,1883,0.5,95,531,791,3724,16,15,20,Yes,4,dual,high,Dual,6.0,10.0,30296,Touch,b,1380.68
822,839,0.4,175,564,1391,3835,15,8,11,No,3,hepta,medium,Dual,,3.0,14732,LCD,none,576.58
823,1593,0.7,130,761,1336,1354,15,13,13,Yes,4,octa,medium,Single,,,52587,Touch,a,669.21
824,1722,0.8,88,1179,1638,2376,5,1,19,Yes,2,hexa,medium,Single,7.0,19.0,25323,LCD,g,934.52
825,1954,0.9,126,673,690,3438,17,12,13,No,3,triple,low,Dual,8.0,9.0,7670,LCD,none,853.58
826,1788,0.3,150,472,1073,2655,12,2,4,Yes,4,hexa,low,Dual,15.0,20.0,2515,LCD,g,935.58
827,1628,0.9,101,412,643,3361,16,10,13,No,4,hexa,low,Single,5.0,8.0,33436,LCD,none,1353.87
828,1965,1.0,84,977,1660,3535,17,0,16,No,4,hepta,low,Single,6.0,9.0,4022,Touch,g,1010.77
829,833,0.9,124,359,1395,2150,9,5,7,Yes,2,single,medium,Single,4.0,6.0,27376,Touch,a,516.1
830,571,0.5,141,224,783,2587,7,5,18,No,4,triple,low,Single,1.0,8.0,43392,LCD,none,1188.81
831,1808,0.5,92,714,1208,2736,9,1,8,Yes,2,dual,low,Dual,1.0,16.0,31246,LCD,b,777.05
832,1860,0.7,83,195,799,676,15,0,4,No,4,hexa,low,Dual,2.0,3.0,55504,LCD,b,646.83
833,1368,0.1,115,843,1145,2941,13,12,17,Yes,2,hepta,medium,Dual,4.0,7.0,9782,Touch,none,886.97
834,1161,0.6,126,308,1169,3336,6,4,14,No,4,octa,medium,Dual,,12.0,22010,LCD,a,1138.61
835,1224,1.0,157,522,563,3796,10,5,13,Yes,3,single,medium,Single,9.0,18.0,33445,Touch,none,859.33
836,902,0.7,122,364,1360,3654,18,8,15,Yes,2,penta,low,Dual,,14.0,63361,Touch,g,916.15
837,787,0.6,93,806,1423,2934,8,6,14,Yes,3,single,low,Single,15.0,16.0,11022,LCD,a,655.37
838,854,0.5,125,518,1152,2889,5,2,11,No,2,octa,low,Single,2.0,5.0,30535,LCD,g,702.24
839,1184,0.6,191,519,1577,3315,17,7,14,No,4,single,medium,Dual,1.0,6.0,48157,Touch,g,1081.62
840,1973,0.8,152,792,1181,1993,9,0,5,No,4,quad,medium,Dual,5.0,6.0,39373,LCD,none,1124.05
841,510,0.8,120,382,1228,2509,17,2,11,No,2,triple,medium,Dual,3.0,6.0,35194,Touch,b,675.94
842,966,0.5,118,214,1523,3534,18,17,11,No,4,dual,medium,Single,8.0,10.0,34523,Touch,n,1004.61
843,1438,0.6,169,859,867,2246,14,11,15,Yes,2,octa,medium,Single,3.0,7.0,16261,LCD,none,497.56
844,1986,0.4,95,342,774,3165,5,0,13,No,3,triple,low,Single,7.0,9.0,51743,LCD,none,878.81
845,1907,0.9,105,713,1513,286,14,4,17,No,3,hepta,medium,Single,13.0,15.0,56001,LCD,b,578.91
846,1489,0.6,200,172,812,776,7,6,8,No,2,single,high,Dual,8.0,16.0,32803,LCD,none,580.32
847,1843,0.7,134,118,580,3213,15,14,15,Yes,4,hexa,medium,Dual,13.0,18.0,16358,Touch,none,1097.78
848,825,0.4,94,540,783,716,11,4,14,Yes,2,triple,medium,Single,11.0,18.0,38509,Touch,none,451.69
849,1286,0.1,98,18,662,424,10,5,4,Yes,4,dual,high,Single,10.0,18.0,16085,Touch,none,695.66
850,840,0.8,137,987,1081,3486,12,8,18,No,4,hepta,low,Single,,19.0,63260,Touch,none,912.71
851,757,0.2,163,535,697,3237,19,12,9,No,4,quad,high,Dual,5.0,7.0,59072,LCD,a,1045.35
852,814,0.8,177,1092,1406,1944,16,6,12,Yes,3,dual,medium,Dual,2.0,10.0,41589,LCD,none,796.99
853,1195,0.9,80,327,1001,643,14,2,19,Yes,4,hexa,medium,Dual,2.0,6.0,8307,LCD,none,820.87
854,767,0.5,107,517,1995,2317,6,0,12,No,4,quad,low,Single,7.0,12.0,10210,Touch,a,668.39
855,1068,0.1,97,994,1500,1436,16,1,15,No,4,octa,medium,Single,6.0,7.0,52386,LCD,none,964.34
856,994,0.5,173,491,530,3190,5,2,20,Yes,3,triple,high,Dual,,3.0,56577,Touch,a,849.27
857,1550,0.8,133,268,832,2338,16,1,15,Yes,2,dual,high,Single,6.0,11.0,21961,Touch,none,777.85
858,1878,0.6,85,210,1026,1334,18,7,2,Yes,2,octa,low,Single,9.0,19.0,29502,LCD,none,755.84
859,623,0.1,127,144,672,3657,17,3,19,No,3,triple,medium,Single,2.0,4.0,6822,Touch,none,1031.81
860,1829,0.4,160,729,1267,2080,16,11,12,Yes,4,penta,low,Single,,7.0,15293,LCD,a,1136.28
861,525,0.8,190,82,670,1609,16,11,3,No,2,hepta,high,Dual,11.0,20.0,35464,LCD,none,419.19
862,1065,0.7,89,188,928,3078,10,1,18,Yes,4,dual,low,Single,,2.0,14578,LCD,g,866.27
863,1425,0.7,127,150,1897,590,13,2,6,No,4,octa,medium,Single,9.0,14.0,35331,Touch,b,687.3
864,1296,0.2,129,1222,1382,2552,19,8,10,No,3,hepta,medium,Dual,3.0,4.0,11458,Touch,a,1180.37
865,642,0.8,197,331,1011,3355,12,5,13,No,2,dual,high,Single,3.0,15.0,34392,LCD,none,827.69
866,1664,0.5,177,1178,1929,1968,12,7,9,Yes,4,hepta,high,Dual,9.0,19.0,15735,LCD,none,980.39
867,1498,0.1,170,347,1076,3358,7,3,19,Yes,4,hepta,low,Single,3.0,4.0,8329,LCD,none,1510.83
868,981,0.1,136,75,688,1539,19,12,19,Yes,2,triple,medium,Dual,,7.0,2790,LCD,none,634.95
869,1236,0.3,143,492,1403,942,16,12,14,Yes,4,quad,high,Single,6.0,18.0,32213,Touch,b,686.37
870,1673,0.1,187,65,734,3669,9,1,10,No,3,triple,high,Dual,7.0,10.0,9528,LCD,a,897.47
871,712,0.8,172,881,1234,3612,13,5,4,Yes,4,dual,medium,Single,6.0,14.0,9054,LCD,none,1106.74
872,569,0.8,170,351,1159,2351,8,7,10,Yes,4,triple,low,Dual,10.0,19.0,4587,Touch,none,941.7
873,603,0.2,156,1842,1968,604,10,4,8,Yes,4,hexa,low,Dual,,,64866,Touch,n,858.18
874,1332,0.5,187,758,1165,1285,5,0,9,No,3,dual,low,Dual,2.0,4.0,11846,Touch,none,869.89
875,1413,0.1,128,1323,1481,515,5,0,18,No,4,single,low,Single,,,13544,Touch,none,814.67
876,1064,0.2,184,1175,1569,654,16,13,6,No,4,hexa,high,Dual,1.0,13.0,34956,LCD,none,756.29
877,1444,0.5,82,1092,1554,2540,17,2,15,No,3,penta,low,Single,2.0,17.0,48719,Touch,n,1404.2
878,1366,0.2,161,647,1876,3869,17,5,14,Yes,4,penta,medium,Dual,5.0,9.0,53410,LCD,a,1012.98
879,906,0.1,136,1102,1793,3412,13,8,16,No,3,dual,medium,Dual,7.0,11.0,18284,LCD,none,892.41
880,1554,0.7,185,319,1367,509,12,3,19,No,4,penta,high,Dual,3.0,12.0,47264,LCD,none,845.45
881,1187,0.2,122,215,1125,2547,10,3,5,No,4,hexa,high,Single,,6.0,21371,Touch,none,947.94
882,1156,0.9,173,945,1913,2735,16,15,13,Yes,4,triple,high,Dual,1.0,16.0,30485,LCD,b,1205.3
883,1918,0.3,139,381,1203,1369,9,6,6,No,2,single,high,Single,1.0,5.0,22550,Touch,a,539.18
884,841,0.1,199,546,828,2942,11,5,16,Yes,2,hexa,low,Dual,8.0,13.0,39246,Touch,b,467.71
885,730,0.9,167,1096,1155,2812,10,1,17,Yes,2,hepta,medium,Dual,6.0,10.0,6373,LCD,none,431.56
886,878,0.5,153,575,618,3497,9,7,11,Yes,4,quad,medium,Single,13.0,18.0,31017,Touch,none,798.43
887,1059,0.7,182,519,1545,619,5,3,18,No,2,octa,low,Dual,,1.0,50673,Touch,a,599.84
888,1578,0.9,200,342,670,3483,17,4,16,No,3,single,high,Single,8.0,20.0,3247,LCD,none,1479.17
889,1829,0.8,112,291,563,1475,11,4,7,No,2,penta,medium,Single,,1.0,36838,LCD,none,761.38
890,1132,0.1,157,1091,1293,1950,11,2,6,No,2,single,medium,Single,,4.0,8204,Touch,a,835.84
891,1652,1.0,198,352,1084,3592,7,6,6,No,4,hepta,low,Dual,4.0,6.0,40453,LCD,none,1365.77
892,912,0.3,107,165,1723,3573,17,3,20,No,3,penta,low,Dual,,1.0,58661,Touch,none,1151.08
893,1181,0.6,116,385,831,2020,6,0,18,No,4,dual,high,Single,12.0,16.0,60752,Touch,none,830.61
894,1497,0.7,92,1920,1933,1329,6,1,7,Yes,3,triple,low,Single,5.0,9.0,32833,Touch,none,875.38
895,1790,0.5,100,396,1980,3568,6,2,18,Yes,4,triple,high,Dual,3.0,11.0,49534,LCD,n,1127.52
896,1742,0.8,100,1134,1469,1947,5,4,6,Yes,3,single,medium,Single,3.0,9.0,49643,LCD,n,799.89
897,1549,0.4,158,721,1514,1998,12,7,15,Yes,3,penta,low,Single,4.0,7.0,8655,Touch,none,1012.42
898,1372,0.4,193,687,937,725,11,3,20,Yes,3,quad,high,Single,7.0,17.0,34393,LCD,none,672.89
899,1112,0.9,190,777,1119,3302,11,0,20,No,4,quad,low,Single,,6.0,12172,Touch,g,1131.78
900,1005,0.4,133,176,1556,3884,17,0,20,No,2,octa,low,Single,,17.0,46612,Touch,a,1091.62
901,783,0.3,150,458,1263,1185,15,4,6,Yes,4,hexa,medium,Dual,9.0,11.0,27753,Touch,n,763.54
902,1698,0.4,105,485,1819,1656,5,3,17,No,4,dual,high,Single,10.0,18.0,26638,LCD,g,865.06
903,899,0.3,192,641,1638,2870,19,16,10,Yes,4,quad,high,Single,3.0,11.0,53763,LCD,a,848.95
904,1062,0.2,151,798,1435,911,14,2,9,No,2,triple,medium,Single,3.0,4.0,45919,LCD,none,546.99
905,989,0.2,166,256,1394,3892,18,7,19,Yes,3,triple,medium,Single,4.0,19.0,17650,Touch,none,847.27
906,1983,0.6,125,370,1197,3897,12,10,10,Yes,4,single,medium,Dual,6.0,11.0,27531,Touch,n,1677.52
907,1800,0.3,87,191,1108,656,14,10,18,Yes,2,single,high,Single,5.0,12.0,53559,LCD,b,539.46
908,1254,0.4,146,1571,1956,606,7,2,2,No,4,triple,medium,Single,,3.0,45279,Touch,n,1006.59
909,868,0.8,83,276,1026,1653,11,7,17,No,3,quad,medium,Single,,,30439,LCD,none,809.93
910,1205,0.6,175,573,614,860,14,1,14,No,3,quad,low,Dual,3.0,6.0,12108,LCD,a,551.14
911,1284,0.9,155,160,516,2197,16,2,9,Yes,2,dual,high,Dual,,14.0,10330,Touch,g,711.12
912,626,0.5,187,90,1334,3458,7,5,11,No,4,dual,low,Dual,2.0,9.0,23423,LCD,n,1059.1
913,1763,0.2,101,138,806,2066,12,9,17,No,4,quad,high,Dual,1.0,20.0,53270,Touch,n,698.25
914,694,0.4,193,983,1230,3676,12,8,5,Yes,3,quad,medium,Dual,15.0,20.0,36854,LCD,g,1183.38
915,1265,0.5,90,275,687,1518,16,11,8,No,4,single,low,Dual,4.0,5.0,49760,LCD,b,653.78
916,816,0.9,198,149,558,1018,17,10,15,Yes,3,triple,low,Single,4.0,13.0,14257,LCD,none,624.99
917,904,0.4,168,42,507,1360,15,12,11,No,4,triple,medium,Single,3.0,4.0,35297,LCD,none,665.51
918,979,0.5,164,793,1670,3449,5,2,14,No,4,hepta,low,Dual,,2.0,5297,LCD,none,820.49
919,1531,0.4,162,625,765,2524,13,11,7,No,4,hexa,medium,Single,,1.0,60419,LCD,none,953.62
920,934,0.7,182,521,1190,703,10,8,7,No,2,octa,medium,Dual,2.0,15.0,30764,LCD,b,467.27
921,1624,1.0,200,1530,1744,1251,13,4,18,Yes,2,triple,high,Dual,,11.0,58289,Touch,b,686.91
922,874,0.5,185,442,1248,582,6,4,15,No,2,single,medium,Single,5.0,20.0,8017,LCD,none,415.89
923,1027,0.8,102,152,714,1732,8,5,13,Yes,2,penta,medium,Single,,4.0,63343,Touch,a,375.01
924,1966,0.2,144,1242,1973,1252,6,4,19,No,4,single,low,Dual,15.0,16.0,48183,Touch,b,1049.05
925,1048,1.0,182,29,1670,2146,11,10,2,Yes,4,single,medium,Single,2.0,4.0,29929,LCD,none,865.13
926,1496,0.1,126,501,506,1927,17,4,6,Yes,2,quad,medium,Dual,13.0,14.0,38973,LCD,b,540.56
927,959,0.4,155,87,736,3328,10,9,10,Yes,3,quad,medium,Single,15.0,16.0,13852,Touch,g,896.56
928,1349,0.1,105,648,1019,2462,15,7,17,Yes,3,hepta,medium,Dual,5.0,7.0,55659,LCD,a,631.05
929,1689,0.9,168,521,674,1172,12,11,17,Yes,4,dual,high,Dual,,9.0,13742,Touch,b,757.96
930,1558,0.1,146,120,1409,3598,9,2,12,Yes,4,single,high,Single,,1.0,27764,LCD,b,1171.71
931,582,0.2,168,985,1420,2437,19,2,2,No,3,triple,low,Dual,3.0,10.0,27215,Touch,b,604.26
932,1485,0.1,138,341,774,3271,14,12,8,No,4,quad,high,Single,3.0,14.0,44939,Touch,none,1002.71
933,1991,0.7,94,751,1377,1511,17,8,9,Yes,2,triple,medium,Single,11.0,12.0,9559,LCD,none,656.18
934,553,0.5,119,993,1517,2981,7,3,14,No,4,triple,low,Dual,2.0,3.0,23040,LCD,none,955.3
935,1231,0.9,113,43,1663,3119,9,4,15,No,3,single,low,Dual,2.0,7.0,7324,Touch,none,924.14
936,805,0.6,88,1262,1538,3647,18,11,9,No,3,hexa,low,Single,1.0,2.0,34204,LCD,b,932.58
937,764,1.0,152,361,511,3148,18,7,6,Yes,3,octa,medium,Dual,1.0,2.0,13314,Touch,none,985.02
938,894,0.2,130,104,541,2829,11,5,13,No,4,triple,low,Single,5.0,15.0,54322,LCD,n,892.69
939,1589,0.4,84,618,940,2373,11,9,20,No,3,triple,high,Single,9.0,16.0,46706,Touch,none,996.95
940,1456,0.1,80,815,1666,3998,6,3,13,No,4,octa,medium,Dual,9.0,10.0,39201,Touch,none,1487.92
941,743,0.3,95,1587,1659,316,19,10,4,No,4,dual,low,Dual,,1.0,33576,LCD,none,628.58
942,1061,0.1,109,138,1330,999,16,12,9,Yes,4,hepta,medium,Single,3.0,4.0,52740,Touch,none,766.83
943,1428,0.1,153,584,983,1808,12,8,13,Yes,2,quad,medium,Single,,2.0,7239,Touch,none,454.71
944,674,0.2,93,750,772,589,18,6,4,Yes,4,triple,high,Dual,,,8383,Touch,none,713.99
945,832,0.3,93,820,1366,3317,8,0,19,No,4,hexa,medium,Single,,,46368,Touch,none,1052.31
946,1625,0.1,107,8,1219,670,16,3,8,Yes,4,octa,low,Dual,2.0,17.0,50694,LCD,none,863.66
947,907,0.2,151,171,507,584,11,9,6,No,3,single,medium,Dual,3.0,16.0,42519,LCD,none,490.23
948,1631,0.5,166,960,1735,2173,12,3,8,No,4,dual,low,Single,2.0,16.0,13381,Touch,none,968.81
949,1584,0.6,135,160,1291,1561,10,5,17,Yes,2,quad,medium,Single,6.0,15.0,41508,LCD,a,615.63
950,1382,0.3,199,612,719,2073,16,7,9,Yes,4,dual,low,Single,7.0,18.0,13482,LCD,g,941.0
951,633,0.7,102,709,1915,1401,19,14,11,Yes,4,hexa,medium,Single,,10.0,46838,Touch,none,782.12
952,1444,0.4,104,624,917,3764,14,9,10,Yes,2,hepta,medium,Single,9.0,16.0,38599,LCD,none,960.26
953,852,0.4,147,538,730,1275,13,7,12,Yes,4,penta,medium,Dual,6.0,7.0,54895,LCD,g,744.51
954,922,1.0,157,1295,1808,1464,17,4,12,Yes,4,octa,low,Single,,14.0,47954,LCD,g,814.5
955,1745,0.1,159,1164,1908,2885,13,11,5,No,4,triple,medium,Dual,4.0,16.0,57321,Touch,b,1151.17
956,862,0.1,107,829,1977,3458,9,4,9,No,4,octa,high,Single,9.0,14.0,6822,Touch,n,957.24
957,1754,1.0,101,199,1452,3019,11,6,19,Yes,4,quad,medium,Dual,1.0,3.0,52907,LCD,g,817.83
958,1008,1.0,109,825,1972,1083,6,4,6,No,2,single,high,Single,3.0,14.0,36020,LCD,none,604.45
959,1569,0.2,147,519,930,3538,18,1,15,No,3,single,low,Dual,3.0,13.0,33221,LCD,g,1018.38
960,1596,0.7,149,169,1190,2493,14,12,13,No,3,dual,high,Dual,7.0,9.0,7523,Touch,n,875.91
961,1807,0.1,134,1734,1968,3726,8,5,15,Yes,4,hexa,low,Dual,2.0,6.0,61186,LCD,none,1261.51
962,1660,0.8,184,76,1165,1531,12,0,7,No,2,single,high,Dual,4.0,6.0,7932,LCD,none,832.51
963,1861,0.5,148,1698,1877,601,7,5,4,Yes,4,hepta,low,Single,4.0,8.0,55462,LCD,none,920.33
964,648,1.0,91,819,1997,2991,8,7,4,No,2,penta,medium,Dual,4.0,19.0,8244,LCD,a,775.67
965,1379,0.3,134,387,671,3912,11,2,19,No,2,octa,low,Dual,1.0,17.0,19107,Touch,g,966.17
966,1910,0.6,115,985,1284,309,8,4,10,Yes,2,dual,medium,Single,,,34582,LCD,a,570.49
967,1807,0.5,155,970,974,323,9,3,3,No,4,octa,medium,Dual,,,13414,Touch,b,532.85
968,1923,0.5,191,767,1759,1489,10,9,3,No,3,single,low,Dual,7.0,10.0,46714,Touch,b,690.32
969,1345,0.1,162,512,1465,1322,9,2,15,Yes,4,triple,high,Single,7.0,11.0,38328,LCD,none,971.83
970,904,0.2,102,56,760,1846,7,0,3,No,4,octa,medium,Dual,5.0,9.0,14382,LCD,b,688.18
971,1239,0.9,122,590,661,417,8,0,6,No,4,dual,medium,Dual,5.0,10.0,52629,LCD,b,684.99
972,1330,0.8,84,462,1304,3269,19,6,8,No,4,quad,low,Single,6.0,12.0,52876,Touch,none,782.35
973,516,0.9,138,126,698,3731,17,13,15,Yes,2,single,low,Dual,1.0,12.0,30100,LCD,none,951.62
974,672,0.9,95,578,1143,667,17,8,14,Yes,2,quad,low,Dual,,11.0,54548,LCD,none,384.98
