sim,battery_power,gen,ram,px_width,px_height,price,speed,cores,bluetooth,wifi,speed_ord,cores_ord,sim_ord,bluetooth_bin,gen_2,gen_3,gen_4,cores_dual,cores_hepta,cores_hexa,cores_octa,cores_penta,cores_quad,cores_single,cores_triple,screen_LCD,screen_Touch,wifi_a,wifi_b,wifi_g,wifi_n,wifi_none,sim_Dual,sim_Single
Single,705,4,1509,1374,1114,752.35,low,hexa,Yes,b,1,6,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Single,1403,4,3371,1251,461,1187.67,high,penta,No,n,3,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
Single,1486,2,297,1747,1430,495.27,high,quad,No,none,3,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Single,781,2,3508,1674,304,993.9,medium,penta,No,g,2,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
Single,986,4,2385,800,471,1127.17,medium,octa,Yes,none,2,8,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1310,2,1301,1016,806,662.32,medium,single,No,b,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
Dual,560,4,2167,1327,80,651.88,medium,triple,Yes,b,2,3,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
Single,1348,3,3914,501,204,1395.91,medium,penta,No,a,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
Dual,1567,3,2312,1621,545,765.8,low,hexa,No,none,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1940,2,2297,858,112,770.3,low,penta,Yes,none,1,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1979,4,411,1532,1331,1120.88,high,triple,Yes,n,3,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
Dual,561,4,665,1294,1055,638.4,medium,triple,Yes,none,2,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
Single,1717,2,3226,810,609,1000.46,medium,single,Yes,none,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Single,535,4,740,811,290,551.9,medium,single,No,none,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Dual,1413,4,3878,1318,1039,1067.2,low,penta,No,none,1,5,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1358,2,3406,1655,1485,1017.32,high,hepta,No,n,3,7,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Single,1519,3,2440,1702,1122,947.39,high,hepta,No,g,3,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Dual,1254,3,3959,1013,462,1091.68,medium,penta,No,none,2,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Single,1591,4,3703,1883,1384,1174.41,medium,hexa,Yes,none,2,6,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,977,2,3714,1862,1502,757.52,high,dual,Yes,g,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Single,1640,4,337,1301,589,786.58,low,hepta,Yes,none,1,7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,663,3,3176,1605,82,631.59,low,dual,No,b,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Single,1744,4,1205,718,68,975.77,medium,octa,Yes,none,2,8,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1624,3,2473,699,689,950.98,medium,dual,No,none,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1108,4,1229,1742,208,837.38,medium,hepta,Yes,none,2,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1188,4,2896,1558,1339,1241.98,medium,dual,Yes,a,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Single,817,2,2039,766,722,586.55,medium,triple,No,none,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Dual,863,4,520,1799,717,690.55,medium,quad,No,b,2,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Dual,1397,4,1378,1658,433,929.56,high,triple,No,a,3,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
Single,1108,3,3254,1666,1298,949.05,medium,penta,No,none,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1068,4,1803,1998,186,874.08,medium,hepta,No,none,2,7,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1702,4,2501,1491,1397,1086.0,high,dual,Yes,none,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,808,3,3762,1891,618,1182.6,low,quad,No,a,1,4,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
Single,1156,2,1796,1262,1214,502.6,low,hepta,No,a,1,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dual,1271,2,990,650,613,585.4,low,octa,No,b,1,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
Single,696,2,2630,907,649,731.59,low,triple,No,n,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
Dual,1981,2,1380,1234,193,764.24,medium,hexa,Yes,none,2,6,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,614,4,3487,519,22,751.78,medium,hepta,No,n,2,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Dual,1590,3,1201,1595,1464,737.73,low,triple,No,n,1,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
Single,1945,2,3015,895,280,599.95,medium,triple,No,none,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
Dual,1135,3,3204,1589,690,890.5,high,single,Yes,none,3,1,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Dual,1049,4,433,1564,39,689.13,low,hexa,No,none,1,6,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1807,2,1906,1384,337,654.39,medium,single,Yes,a,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Single,984,4,898,1611,1036,919.0,low,hepta,Yes,none,1,7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,720,4,2799,1733,1347,628.72,medium,hepta,Yes,a,2,7,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Single,1536,3,2020,1634,22,919.25,low,hepta,No,none,1,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,771,2,770,922,327,373.13,low,quad,Yes,none,1,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Single,503,2,305,1291,778,363.64,high,hexa,No,a,3,6,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Single,675,3,2953,874,482,334.23,high,hepta,No,none,3,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1936,4,1671,1089,591,962.63,medium,hepta,Yes,g,2,7,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Dual,1303,4,2574,1604,229,870.45,medium,triple,No,g,2,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
Dual,1004,2,3772,1162,901,833.94,high,hexa,Yes,b,3,6,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Dual,1972,2,2870,1648,715,999.68,medium,dual,No,none,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1822,3,2577,910,172,850.67,medium,hexa,No,none,2,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1159,4,2246,723,681,875.39,high,single,Yes,none,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Dual,1782,4,2405,999,867,1171.88,high,single,Yes,n,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
Dual,894,3,3377,1300,286,809.7,medium,octa,No,b,2,8,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
Dual,1884,4,3619,819,451,1227.24,medium,single,No,a,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
Single,1648,4,1184,1238,1119,755.82,low,dual,Yes,g,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Single,798,3,2965,643,526,928.46,high,triple,No,none,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Dual,802,2,3713,1633,1299,911.78,high,triple,Yes,none,3,3,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Dual,1276,3,3798,735,217,1024.63,high,dual,Yes,b,3,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Single,1331,3,1026,1226,1109,634.81,medium,dual,Yes,b,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Dual,1620,3,1086,1339,434,652.96,high,hexa,No,none,3,6,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1996,4,2236,1445,671,1351.55,high,quad,No,n,3,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
Dual,1092,2,1303,1424,1404,567.04,high,single,No,b,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
Dual,1018,2,3048,883,856,1193.18,low,penta,Yes,n,1,5,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
Single,545,4,616,1452,381,624.38,low,triple,No,a,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Single,554,2,3764,806,85,472.05,medium,hexa,Yes,a,2,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dual,1264,4,419,849,562,758.3,high,triple,No,a,3,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
Dual,1030,4,2858,1812,1111,1087.58,medium,hexa,No,n,2,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Dual,1432,4,504,947,209,851.36,medium,quad,Yes,none,2,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Single,558,4,392,1605,997,711.44,high,penta,Yes,g,3,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Single,829,3,820,1916,91,503.26,low,hepta,No,b,1,7,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Single,1741,3,3387,1895,730,1007.34,medium,octa,Yes,none,2,8,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1849,4,3447,1123,606,1728.97,high,penta,Yes,g,3,5,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
Single,733,4,1403,1409,445,825.14,medium,hepta,No,none,2,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1872,2,2295,1484,286,649.19,low,dual,Yes,a,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Dual,1853,3,1973,1005,985,560.96,low,hexa,No,b,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Single,1149,3,3755,1675,1617,1003.54,medium,hexa,Yes,none,2,6,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,891,4,2073,1724,375,1014.61,low,dual,No,n,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Single,1911,4,3872,1958,1795,1533.85,medium,octa,Yes,none,2,8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,550,4,302,1930,486,648.29,low,dual,Yes,none,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,576,4,1519,1518,757,678.49,low,dual,No,a,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Single,1760,4,2549,1704,273,1019.11,medium,single,No,none,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Single,969,3,404,589,491,673.41,high,hepta,No,b,3,7,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Single,1160,4,595,859,762,875.92,medium,triple,No,n,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
Dual,827,4,1663,821,448,808.91,medium,dual,No,b,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Single,1786,4,2764,1671,231,1118.24,low,hepta,No,g,1,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Dual,774,4,2614,1865,1713,1030.9,low,single,Yes,g,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
Dual,819,4,1094,822,438,661.53,high,octa,Yes,none,3,8,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1042,4,2826,1018,68,928.66,medium,penta,No,none,2,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1368,2,2496,829,698,749.26,high,hepta,No,b,3,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Single,1592,4,2103,522,510,1032.61,medium,dual,No,none,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1067,2,966,1009,965,659.45,medium,single,No,b,2,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
Single,1892,3,2172,1564,1399,820.12,low,quad,Yes,a,1,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Single,915,2,905,1448,532,525.37,medium,octa,No,none,2,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,774,4,3916,896,8,1147.18,high,triple,Yes,none,3,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Dual,1848,4,3902,605,154,1348.29,medium,dual,Yes,a,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Single,1501,4,2487,1056,198,1113.58,medium,single,No,n,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
Single,1614,4,3914,1330,860,1415.03,medium,triple,No,none,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
Single,911,2,363,670,461,322.34,high,penta,Yes,none,3,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Single,1520,4,3233,1909,109,1381.76,low,penta,No,g,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
Dual,1647,4,2532,1185,193,813.83,medium,hexa,No,a,2,6,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Dual,1347,4,3836,1008,961,1273.01,low,hexa,No,b,1,6,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Single,967,2,3076,1642,243,748.0,medium,octa,Yes,n,2,8,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Single,1442,4,1513,1668,1626,1060.1,medium,penta,No,none,2,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Single,1204,3,1724,1482,480,709.09,high,hepta,Yes,none,3,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1320,4,542,1229,123,777.53,medium,hepta,No,none,2,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,1800,4,3481,823,400,895.45,low,hepta,Yes,n,1,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Dual,1567,3,3991,1326,190,1579.84,medium,triple,No,none,2,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Single,1439,4,1790,932,626,733.88,low,single,No,g,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
Single,1422,3,509,926,1,593.37,medium,single,No,b,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
Dual,1591,4,282,1641,548,724.74,medium,triple,Yes,g,2,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
Single,880,3,3006,660,632,787.52,medium,quad,No,none,2,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
Dual,1929,4,1913,1051,349,972.08,low,hexa,Yes,none,1,6,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1642,2,1333,1889,1686,725.07,medium,penta,Yes,n,2,5,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
Dual,1511,3,3746,1982,1455,1507.96,high,triple,No,none,3,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Single,1312,4,3941,893,95,1019.63,medium,dual,No,g,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Single,1852,4,3970,1163,580,1161.7,medium,single,No,a,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
Single,972,2,3925,589,297,703.52,medium,hepta,Yes,none,2,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,691,4,424,962,951,642.87,high,quad,Yes,b,3,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
Single,807,2,1284,697,667,588.8,low,penta,No,a,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Dual,1113,3,277,1312,1047,638.56,low,single,No,b,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
Dual,721,2,1713,1862,408,666.42,medium,single,Yes,b,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
Dual,1188,2,485,1469,1150,400.84,medium,hexa,Yes,none,2,6,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,1512,2,3002,952,333,973.85,low,single,Yes,g,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
Single,805,2,418,704,641,430.08,low,quad,Yes,b,1,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
Dual,918,3,1652,671,653,682.3,low,hepta,No,none,1,7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1320,2,2893,1583,103,872.47,low,penta,No,g,1,5,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Dual,1236,4,1406,809,517,750.59,low,single,No,b,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
Single,1387,4,629,1151,785,812.1,low,triple,No,none,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Dual,1883,4,3724,791,531,1380.68,high,dual,Yes,b,3,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Dual,839,3,3835,1391,564,576.58,medium,hepta,No,none,2,7,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1593,4,1354,1336,761,669.21,medium,octa,Yes,a,2,8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Single,1722,2,2376,1638,1179,934.52,medium,hexa,Yes,g,2,6,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Dual,1954,3,3438,690,673,853.58,low,triple,No,none,1,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Dual,1788,4,2655,1073,472,935.58,low,hexa,Yes,g,1,6,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Single,1628,4,3361,643,412,1353.87,low,hexa,No,none,1,6,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1965,4,3535,1660,977,1010.77,low,hepta,No,g,1,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Single,833,2,2150,1395,359,516.1,medium,single,Yes,a,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Single,571,4,2587,783,224,1188.81,low,triple,No,none,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
Dual,1808,2,2736,1208,714,777.05,low,dual,Yes,b,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Dual,1860,4,676,799,195,646.83,low,hexa,No,b,1,6,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Dual,1368,2,2941,1145,843,886.97,medium,hepta,Yes,none,2,7,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1161,4,3336,1169,308,1138.61,medium,octa,No,a,2,8,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
Single,1224,3,3796,563,522,859.33,medium,single,Yes,none,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Dual,902,2,3654,1360,364,916.15,low,penta,Yes,g,1,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
Single,787,3,2934,1423,806,655.37,low,single,Yes,a,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
Single,854,2,2889,1152,518,702.24,low,octa,No,g,1,8,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Dual,1184,4,3315,1577,519,1081.62,medium,single,No,g,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
Dual,1973,4,1993,1181,792,1124.05,medium,quad,No,none,2,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
Dual,510,2,2509,1228,382,675.94,medium,triple,No,b,2,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
Single,966,4,3534,1523,214,1004.61,medium,dual,No,n,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Single,1438,2,2246,867,859,497.56,medium,octa,Yes,none,2,8,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1986,3,3165,774,342,878.81,low,triple,No,none,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
Single,1907,3,286,1513,713,578.91,medium,hepta,No,b,2,7,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Dual,1489,2,776,812,172,580.32,high,single,No,none,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Dual,1843,4,3213,580,118,1097.78,medium,hexa,Yes,none,2,6,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,825,2,716,783,540,451.69,medium,triple,Yes,none,2,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Single,1286,4,424,662,18,695.66,high,dual,Yes,none,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,840,4,3486,1081,987,912.71,low,hepta,No,none,1,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,757,4,3237,697,535,1045.35,high,quad,No,a,3,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
Dual,814,3,1944,1406,1092,796.99,medium,dual,Yes,none,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1195,4,643,1001,327,820.87,medium,hexa,Yes,none,2,6,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,767,4,2317,1995,517,668.39,low,quad,No,a,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Single,1068,4,1436,1500,994,964.34,medium,octa,No,none,2,8,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,994,3,3190,530,491,849.27,high,triple,Yes,a,3,3,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
Single,1550,2,2338,832,268,777.85,high,dual,Yes,none,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1878,2,1334,1026,210,755.84,low,octa,Yes,none,1,8,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,623,3,3657,672,144,1031.81,medium,triple,No,none,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Single,1829,4,2080,1267,729,1136.28,low,penta,Yes,a,1,5,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
Dual,525,2,1609,670,82,419.19,high,hepta,No,none,3,7,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1065,4,3078,928,188,866.27,low,dual,Yes,g,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Single,1425,4,590,1897,150,687.3,medium,octa,No,b,2,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
